4	2
9	1
18	1
31	1
56	1
57	2
60	2
61	30
66	1
70	1
74	2
78	1
79	1
80	7
81	1
82	1
83	4
84	1
85	9
86	2
87	15
88	11
89	12
90	14
91	5
92	25
93	3
94	12
95	15
96	8
97	3
98	9
99	10
100	11
101	6
102	4
103	17
104	4
105	14
106	1
107	12
108	4
109	4
110	5
111	3
112	9
113	4
114	5
115	6
116	2
117	5
118	5
119	5
120	10
121	1
122	5
123	2
124	10
125	2
126	5
127	5
128	4
130	4
131	8
132	5
133	1
134	7
135	2
136	5
137	2
139	1
140	1
142	2
143	4
144	1
145	2
146	6
148	27
149	4
150	1
154	1
156	2
157	2
159	1
165	1
168	1
176	2
185	1
193	2
194	1
209	31
230	3
236	1
238	1
261	1
263	1
265	1
268	1
269	1
270	1
271	2
274	1
280	1
285	2
290	1
293	2
295	1
296	2
323	1
